36,53
71,20
47,53
59,55
16,84
71,29
48,45
40,41
29,41
40,50
29,50
48,63
75,17
52,33
52,42
72,20
52,51
41,51
33,47
44,56
56,21
67,27
37,35
22,46
24,65
14,42
55,43
59,50
28,71
40,36
29,36
63,38
0,0
29,45
40,45
63,47
21,41
41,37
33,33
52,46
33,42
44,42
25,38
51,50
43,55
67,31
70,27
36,34
24,78
36,43
13,78
47,43
28,39
36,52
47,52
16,83
28,48
17,48
59,63
71,28
68,27
48,26
40,31
48,44
40,40
29,40
40,49
75,16
40,58
44,19
52,32
54,51
33,37
31,67
51,45
25,42
43,41
43,50
35,46
24,46
70,13
70,22
47,29
55,42
67,44
36,38
59,40
36,47
55,60
71,23
63,19
63,28
48,39
40,44
52,18
39,48
44,23
39,57
74,24
54,55
20,53
51,40
43,36
32,36
51,49
66,38
32,45
43,45
35,41
13,41
32,54
78,21
24,41
66,56
67,30
70,26
32,72
59,35
36,42
47,42
28,38
40,21
15,86
61,53
40,30
62,27
39,43
39,52
44,18
54,50
31,48
62,63
20,48
66,15
43,31
74,46
32,40
43,40
35,36
32,49
66,51
35,45
67,25
28,42
26,72
63,18
69,52
61,48
73,22
27,64
27,73
39,38
31,34
74,14
54,45
20,43
39,56
74,23
31,52
54,54
20,61
43,26
66,28
51,39
32,35
43,35
23,66
43,44
35,40
35,49
46,55
57,55
36,32
28,37
58,56
42,39
15,85
61,52
27,50
62,17
42,48
50,52
73,26
54,31
39,51
54,49
31,47
51,25
23,43
43,30
32,39
43,39
37,63
76,45
46,41
38,55
26,62
50,38
27,45
61,47
73,21
42,52
27,63
27,72
39,37
62,39
30,68
31,33
54,44
33,70
53,48
25,75
53,57
35,21
45,53
65,31
57,36
38,32
57,45
38,41
49,41
68,54
38,50
69,28
58,37
58,46
26,75
50,42
30,36
42,38
27,49
50,51
42,47
11,41
42,56
39,41
52,60
31,37
23,42
53,43
34,39
45,39
53,52
64,52
34,48
45,48
37,44
37,53
76,35
22,64
46,31
68,31
49,27
46,40
46,49
69,14
38,45
26,43
15,43
49,45
38,54
18,48
26,61
26,70
27,44
30,40
73,20
60,50
41,46
31,32
25,56
34,34
56,34
53,47
76,12
64,47
56,43
